tweet_text,compound_pos_ratio,compound_neu_ratio,compound_neg_ratio,compound_mean,max_compound_score,min_compound_score,median_compound_score,var,avg_pos_score,avg_neu_score,avg_neg_score,reaction_tweet_amount,tweet_type
"In the past 2 hours there have been more than 40,000 mentions of #illridewithyou http://t.co/1nLr4EqqBn #sydneysiege http://t.co/X9Sb2fbGAy",0.476,0.190,0.333,0.31919047619047614,0.8591,-0.5267,0.296,0.06386609229024945,0.174,0.720,0.106,21,non-rumours
We love the #illridewithyou initiative. Spread #love and compassion. Thoughts are with all those affected. #sydney http://t.co/EK8UycpKDn,1.000,0.000,0.000,0.5164500000000001,0.5562,0.4767,0.5164500000000001,0.0015800625000000007,0.198,0.802,0.000,2,non-rumours
"This made me tear up, I am SO proud to be Australian. #NOWLETOURMATESGO #sydneysiege http://t.co/hFoTQs4Itl",0.667,0.167,0.167,0.5116388888888889,0.9313,-0.6588,0.63045,0.08172604793209877,0.336,0.594,0.069,18,non-rumours
Australians take to social media to support Muslim Australians http://t.co/zcDEvgFHkI #SydneySiege #illridewithyou http://t.co/Rk6scuwMSi,0.500,0.250,0.250,0.4401449999999999,0.9201,-0.8724,0.43095,0.095247967475,0.222,0.716,0.063,20,non-rumours
Shocked and disgusted about what's happening in Sydney... Those poor people trapped in that cafe.. #illridewithyou,0.250,0.167,0.583,0.3853416666666667,0.6369,-0.7906,0.3994,0.06133735909722223,0.111,0.691,0.198,12,non-rumours
More than 40 Australian Muslim groups have jointly condemned the #Sydneysiege http://t.co/zaaJmX7qYP http://t.co/FMea5hXP5u,0.227,0.273,0.500,0.31215,0.6369,-0.7845,0.30889999999999995,0.05758618159090909,0.096,0.740,0.164,22,non-rumours
Great to see those shitbags at the @dailytelegraph have completely misread to mood of Sydney and the nation. Completely out of touch,0.625,0.188,0.188,0.3601375,0.8549,-0.8402,0.22035,0.08982835859374998,0.142,0.763,0.095,16,non-rumours
"I'll be honest, the multi-faith prayer vigil is making me a little teary. #sydneysiege http://t.co/4eWj2PeTpn",0.429,0.357,0.214,0.2855428571428572,0.9169,-0.5267,0.16645,0.09002319602040819,0.176,0.721,0.103,28,non-rumours
Thinking of everyone in Sydney. Hope you all get home safe and sound xx #PrayForSydney,0.722,0.056,0.222,0.5421166666666667,0.9458,-0.5849,0.5293,0.05952321916666665,0.402,0.454,0.144,18,non-rumours
Female hostage appears to turn off the lights at the Lindt Cafe tonight. http://t.co/T6qUZxSrTe #sydneysiege http://t.co/p0p9TYLyeO,0.435,0.174,0.391,0.3673652173913044,0.9118,-0.734,0.4201,0.062321029224952744,0.191,0.717,0.092,23,non-rumours
"Emergency Svcs continue to line the streets of central Sydney. No specific threat, but they're poised. #sydneysiege http://t.co/M65dQVTwHL",0.667,0.167,0.167,0.4237583333333333,0.8271,-0.34,0.4199,0.06910601909722223,0.307,0.645,0.048,12,non-rumours
My thoughts are with you Sydney ❤️,0.500,0.200,0.300,0.50205,0.9799,-0.7915,0.5707500000000001,0.1021181165,0.269,0.621,0.110,10,non-rumours
"Beautiful: As terror attack in Sydney is ongoing, ppl offer rides 2Muslims being abused on transport #illridewithyou http://t.co/1oF6kMv7ij",0.143,0.429,0.429,0.22981428571428572,0.4215,-0.5574,0.1531,0.0527624669387755,0.064,0.832,0.104,7,non-rumours
"Whoever you are, wherever you are, whatever you believe in: pray for Sydney, support humanity and join the movement #illridewithyou ❤️",0.857,0.143,0.000,0.5590571428571428,0.9202,0.0,0.5719,0.07552803387755103,0.487,0.513,0.000,7,non-rumours
"If anything positive can come from today’s events, it’s this: #illridewithyou campaign http://t.co/OrwRqzTeEy #sydneysiege",0.667,0.167,0.167,0.5208333333333334,0.8957,-0.34,0.4968,0.10423821888888891,0.251,0.693,0.057,6,non-rumours
"#illridewithyou is the best thing to come out of the #sydneysiege
http://t.co/4REoJBzPxD http://t.co/DIiAZNrALl",0.708,0.125,0.167,0.47298333333333337,0.8481,-0.91,0.5022500000000001,0.07496347305555555,0.190,0.753,0.057,24,non-rumours
"An Imam, a Rabbi and a priest have held a joint prayer session for the cafe hostages, at Lakemba Mosque #sydneysiege http://t.co/WrRuIeVd4m",0.414,0.276,0.310,0.36979655172413795,0.8436,-0.7449,0.3649,0.0870067541260404,0.197,0.704,0.098,29,non-rumours
I'd love it if we never publicly identify this crazed #sydneysiege gunman. No name. No photo. No infamy. Just forever a nobody.,0.471,0.176,0.353,0.39319411764705886,0.7783,-0.885,0.3612,0.07389459584775088,0.199,0.678,0.123,17,non-rumours
Sydney siege: Australians use Twitter to counter Islamophobia - http://t.co/ROz2rrD4fa #illridewithyou http://t.co/jHRkpuEmas,0.333,0.333,0.333,0.32836666666666664,0.5667,-0.4184,0.4184,0.05757781555555555,0.192,0.722,0.087,3,non-rumours
Watch: Escaped hostages are helping police create 'peaceful outcome' for #Sydneysiege http://t.co/TzSlNsgTip http://t.co/0O3kEAf7Pt,1.000,0.000,0.000,0.47680000000000006,0.6705,0.3195,0.4404,0.021195979999999993,0.462,0.458,0.080,3,non-rumours
Australians respond to #sydneysiege with #illridewithyou hashtag http://t.co/BR5qtAhlTp http://t.co/pmvs0rNAFF,0.400,0.300,0.300,0.42698,0.6696,-0.9349,0.46605,0.10170353159999998,0.274,0.532,0.193,10,non-rumours
Just went past 12 hours since this #sydneysiege started. We ALL just want to see everyone out safely. #7News,0.583,0.083,0.333,0.5770791666666667,0.891,-0.8807,0.675,0.08199054164930557,0.231,0.646,0.123,24,non-rumours
Sydney siege has now hit the 12 hour mark – live with latest summary of events http://t.co/IHT3o6tvtR http://t.co/cXeBIKsp0r,0.429,0.143,0.429,0.2597857142857143,0.5719,-0.34,0.34,0.03927376408163265,0.162,0.759,0.079,7,non-rumours
"I just found this and never have I ever seen such a thing. Sending all my love and support to Sydney.
#illridewithyou http://t.co/8zOBdjUYLs",1.000,0.000,0.000,0.618925,0.872,0.4019,0.6009,0.038045356875000005,0.371,0.618,0.011,4,non-rumours
"A kind lady named Mica drove me home after a cab that we shared from Sydney'sCBD wasn't able to drop me off all the way home
#illridewithyou",0.389,0.278,0.333,0.3395333333333334,0.9781,-0.7912,0.29569999999999996,0.08674841944444445,0.224,0.691,0.086,36,non-rumours
Just went past 12 hours since this #sydneysiege started. We are thinking of the hostages and their families at this time.,0.500,0.000,0.500,0.41915,0.296,-0.5423,0.41915,0.015165922500000002,0.110,0.423,0.467,2,non-rumours
'Sick' people are actually taking selfies on the site of the #sydneysiege http://t.co/DebSinfhyH http://t.co/eyaJ4G87g1,0.200,0.257,0.543,0.25766857142857147,0.6423,-0.872,0.2168,0.061026966155102044,0.066,0.734,0.200,35,non-rumours
The #sydneysiege has entered its 12th hour. Thoughts to the hostages and their loved ones. http://t.co/gJAQklf3a7 http://t.co/0E9m55ltOy,0.333,0.667,0.000,0.198325,0.8455,-0.0026,0.0,0.08541836854166668,0.119,0.871,0.010,12,non-rumours
"As the #Sydneysiege drags on and bigotry flares up, Australians are saying #illridewithyou in solidarity with the Muslim community.",0.529,0.118,0.353,0.4766764705882353,0.9168,-0.5859,0.4404,0.06889424179930796,0.194,0.726,0.079,17,non-rumours
Thousands tweet declaring their solidarity with Muslims #IllRideWithYou #sydneysiege http://t.co/4REoJBzPxD http://t.co/zAQvgvzF9G,0.444,0.259,0.296,0.3248148148148149,0.8715,-0.7003,0.2732,0.07047354496570646,0.129,0.753,0.118,27,non-rumours
#illridewithyou: hashtag offers solidarity with Sydney's Muslims after cafe siege http://t.co/SVLDF89kZq,0.400,0.229,0.371,0.4216599999999999,0.8834,-0.8271,0.4745,0.08589125611428572,0.146,0.765,0.089,35,non-rumours
"Sydney is a safe &amp; welcoming city, proud of its diversity. Great to see our best nature on show at a time like this. #illridewithyou",0.429,0.333,0.238,0.41040952380952384,0.8126,-0.8347,0.5423,0.10502447038548753,0.177,0.715,0.108,21,non-rumours
Channel 9 now showing footage of 9/11. You've gotta gotta gotta be kidding me. #sydneysiege,0.136,0.273,0.591,0.3761181818181818,0.802,-0.8776,0.4491,0.08195356966942152,0.097,0.651,0.252,22,non-rumours
#IllRideWithYou: Australians show solidarity with Muslims amid the Sydney siege http://t.co/5hFgbIp2C3 http://t.co/czDCx7OdM4,0.667,0.222,0.111,0.42135555555555565,0.9284,-0.6229,0.4807,0.09760004246913578,0.198,0.758,0.044,18,non-rumours
#illridewithyou: hashtag offers solidarity with Sydney's Muslims after cafe siege http://t.co/ftQXVzjU5U,1.000,0.000,0.000,0.5453250000000001,0.6369,0.296,0.6242000000000001,0.020817486875000006,0.457,0.543,0.000,4,non-rumours
#sydneysiege prayers to those who are held hostage. Family &amp; friends! 💛❤️💚 http://t.co/fBs68RehUk,0.700,0.300,0.000,0.27262,0.5913,0.0,0.3291,0.0397028636,0.177,0.797,0.025,10,non-rumours
"To Americans saying the #sydneysiege wouldn't be happening if citizens had gun rights... You're right, it'd probably be a massacre instead.",0.429,0.245,0.327,0.3698142857142857,0.8143,-0.9334,0.3623,0.08445406734693878,0.147,0.737,0.116,49,non-rumours
#illridewithyou reflects the true #aussiespirit during the undesirable actions of the few! Stand tall in the face of adversity! #SydneySiege,0.714,0.286,0.000,0.42060000000000003,0.8122,0.0,0.5707,0.08210711428571428,0.365,0.635,0.000,7,non-rumours
This Facebook post about Australia &amp; #sydneysiege is absolutely worth reading #illridewithyou http://t.co/FIC5S8vLir http://t.co/oXeiRhyje7,0.279,0.349,0.372,0.34178372093023257,0.9884,-0.9813,0.2924,0.10732550508382907,0.175,0.718,0.108,43,non-rumours
"""If you use public transport, wear religious attire and don't feel safe"" - search the hashtag #illridewithyou Get involved Sydney",0.706,0.294,0.000,0.4735176470588236,0.9628,0.0,0.6249,0.11294307086505191,0.340,0.648,0.012,17,non-rumours
Dozens of emergency vehicles waiting on Elizabeth St. Let's hope none need to be used #sydneysiege  http://t.co/Kq1it6sH6k (@braceyjames),0.364,0.364,0.273,0.27623636363636367,0.8877,-0.5859,0.1053,0.10649341322314049,0.184,0.688,0.128,11,non-rumours
Praying for the hostages and family's in Sydney :(,0.091,0.455,0.455,0.2620909090909091,0.7177,-0.7184,0.1531,0.08102602628099174,0.048,0.750,0.202,11,non-rumours
Thoughts &amp; prayers to all those who have been affected by the #SydneySiege today. Sad to see this sort of terror ... http://t.co/96GtrSd6De,0.722,0.167,0.111,0.5108722222222223,0.9197,-0.8236,0.5859,0.06406774311728394,0.473,0.454,0.073,18,non-rumours
"No matter how much you try to bring us down, one thing about Australian's is we ALWAYS stand together! 👍 #SydneySiege http://t.co/vYQe6Xe90m",0.750,0.125,0.125,0.44817499999999993,0.9531,-0.1531,0.46055,0.104473819375,0.313,0.621,0.066,8,non-rumours
#sydneysiege Australians rally against Islamophobia with #illridewithyou hashtag http://t.co/FhzSoccp22 http://t.co/wVQmT5b8dt,0.375,0.208,0.417,0.4050916666666667,0.8856,-0.765,0.38980000000000004,0.07815134743055557,0.202,0.706,0.092,24,non-rumours
#illridewithyou: hashtag offers solidarity with Sydney's Muslims after cafe siege http://t.co/MxaWk6rqq5 #sydneysiege,0.370,0.185,0.444,0.4162703703703703,0.7184,-0.9231,0.4003,0.07474384652949245,0.112,0.740,0.148,27,non-rumours
An updated map of the Sydney exclusion zone around the hostage site at Martin Pl. #sydneysiege http://t.co/aOuG4dmrHb http://t.co/NhxD3CXt73,0.562,0.125,0.312,0.43064375,0.7096,-0.907,0.3291,0.0853504024609375,0.136,0.769,0.095,16,non-rumours
"Muslim- a follower of the religion of Islam.

Terrorist- a person who engages in inhumane and violent acts.

Not the same #sydneysiege",0.263,0.211,0.526,0.4481035087719298,0.93,-0.9274,0.4767,0.08496081998768851,0.140,0.672,0.188,57,non-rumours
Saying every Muslim is a terrorist is like saying every Christian is a member of the Klu Klux Klan.Completely untrue and unfair #sydneysiege,0.348,0.217,0.435,0.4633565217391305,0.8088,-0.8847,0.5423,0.0835536172400756,0.144,0.735,0.121,23,non-rumours
"Australian mosque imams refer to #SydneySiege as a ""criminal act"", NOT as a terrorist act. Refuse to renounce JIHAD. https://t.co/Wt8CtS18Zf",0.325,0.200,0.475,0.43439500000000003,0.802,-0.8779,0.4665,0.084704136475,0.128,0.723,0.150,40,non-rumours
"As people attempt to sleep tonight our thoughts are with those involved in the #SydneySiege. 

Praying we wake up to good news tomorrow. ❤️",0.500,0.000,0.500,0.5661,0.7845,-0.743,0.56635,0.03181346666666666,0.247,0.528,0.225,6,non-rumours
"90,000+ Tweets for #illridewithyou, 1,100 per minute. Trending number 1, globally. #SydneySiege http://t.co/NGeyUifhd8",0.667,0.250,0.083,0.3756333333333333,0.7783,-0.5848,0.46655,0.07951870888888889,0.328,0.649,0.023,12,non-rumours
"Outrage as bystanders take selfies at #SydneySiege (via @MarkDiStef)
http://t.co/5zmQFPsqnm http://t.co/iMwk3v6rtu",0.000,0.176,0.824,0.4866058823529413,0.0,-0.855,0.5562,0.0730792934948097,0.033,0.691,0.276,17,non-rumours
Religious leaders meet at Lakemba mosque in Sydney to pray for hostages  #sydneysiege http://t.co/rOWfHfNmkf,0.375,0.292,0.333,0.3269833333333333,0.9697,-0.6232,0.31135,0.07611469138888889,0.149,0.748,0.104,24,non-rumours
Outrage as bystanders take selfies at Sydney siege http://t.co/SrLF9lRln7 http://t.co/C6dWNCuPJp,0.250,0.227,0.523,0.37747500000000006,0.7568,-0.765,0.4357,0.06033917914772726,0.115,0.621,0.264,44,non-rumours
Again irreligious extremists hold innocent people hostage and hijack Islam. Our prayers with the hostages #Sydneysiege #ThisIsNotIslam,0.338,0.282,0.380,0.3311169014084506,0.926,-0.8682,0.3595,0.08142387520730018,0.116,0.748,0.136,71,non-rumours
"Sydney residents urged: ""Go about your normal business"" http://t.co/3shTK9yYOh #sydneysiege http://t.co/IR8PgFUG68",0.400,0.000,0.600,0.43195999999999996,0.4767,-0.6908,0.4404,0.0303254664,0.114,0.761,0.125,5,non-rumours
Now I've sent it all… father has brought his two young girls to pose and take pictures at hostage scene #sydneysiege http://t.co/s5tCMK5SO9,0.200,0.350,0.450,0.30208500000000005,0.5859,-0.8113,0.39185,0.062076267275,0.078,0.751,0.171,20,non-rumours
"3 men have arrived at Queens Square to pray for the safe release of the hostages in Martin Place, Sydney. http://t.co/1cnQCzxYg1",0.667,0.278,0.056,0.3459388888888889,0.8805,-0.296,0.296,0.10256101793209876,0.266,0.700,0.034,18,non-rumours
"The #illridewithyou movement has helped restore my faith in humanity. 

#sydneysiege",0.786,0.214,0.000,0.5409857142857143,0.9312,0.0,0.6578999999999999,0.11527297693877551,0.295,0.682,0.023,14,non-rumours
our pray for Banjarnegara landslide and hope everything back to normal. and our thoughts are with Sydney. hope everybody gets out safely,0.125,0.750,0.125,0.11304375,0.3612,-0.5719,0.0,0.0415636762109375,0.038,0.919,0.043,16,non-rumours
I'll say it again: One trained patron in Sydney chocolate shop with a concealed weapon may have prevented this. But that's illegal there.,0.238,0.333,0.429,0.3767857142857142,0.5754,-0.9134,0.3751,0.10526758979591837,0.106,0.756,0.137,21,non-rumours
All these people offering a ride with Muslims. Know that whats done was by idiots not Muslims. #sydneysiege http://t.co/24vGN7VE96,0.278,0.389,0.333,0.3237944444444444,0.7783,-0.8537,0.3325,0.09263239830246914,0.070,0.814,0.116,18,non-rumours
"The #sydneysiege has now entered its 14th hour. Police are still doing ""all they can"" | http://t.co/6KGlfakEFG http://t.co/ZIJ0C3Xsx2",0.278,0.611,0.111,0.1919277777777778,0.7003,-0.8436,0.0,0.08815454533950616,0.080,0.859,0.061,18,non-rumours
The #SydneySiege has entered its 14th hour – WATCH @Channel9 for LIVE updates with @Wendy_Kingston. #9News http://t.co/rdsGSWrgHn,0.667,0.333,0.000,0.2770333333333333,0.6239,0.0,0.3182,0.04879874888888889,0.152,0.848,0.000,6,non-rumours
"More than 12 hours on, night falls on Sydney as hostages remain inside cafe. http://t.co/o7GgjYxW0c #sydneysiege http://t.co/sVF99IYEWc",0.286,0.429,0.286,0.21732857142857145,0.8074,-0.4588,0.0772,0.08133978489795916,0.091,0.840,0.069,7,non-rumours
People are actually taking selfies on the site of the #sydneysiege http://t.co/DebSinfhyH http://t.co/ymxhuTDPPq,0.211,0.263,0.526,0.3204684210526316,0.5719,-0.6597,0.4215,0.053083133739612196,0.083,0.601,0.316,19,non-rumours
If u abuse or target a innocent muslim man or woman in response to what's happening in Sydney you are a moron.,0.326,0.217,0.457,0.3778961240310077,0.7989,-0.8779,0.4201,0.06962915153536443,0.157,0.691,0.152,129,non-rumours
"My hometown, #Sydney, just showed the world how to face terrorism and fear. I'm moved to tears. #illridewithyou",0.875,0.125,0.000,0.5858,0.9097,0.0,0.6973,0.10485633750000001,0.391,0.589,0.020,8,non-rumours
Thousands tweet declaring their solidarity with Muslims. #IllRideWithYou #sydneysiege http://t.co/Lq0VjkWreY http://t.co/GrLMRWCeHe,0.316,0.211,0.474,0.32236315789473685,0.6908,-0.875,0.4211,0.07822227180055402,0.090,0.765,0.145,19,non-rumours
'Sick' people are actually taking selfies at the site of the #sydneysiege http://t.co/DebSinfhyH http://t.co/rHDxHczlWc,0.241,0.345,0.414,0.3610172413793104,0.936,-0.795,0.5106,0.08745814763376936,0.135,0.617,0.248,29,non-rumours
"""Sydney Siege: Australians Rally Against Islamophobia With #illridewithyou Hashtag""
http://t.co/kXBVRxOFID",0.500,0.000,0.500,0.48340000000000005,0.6369,-0.8494,0.41825,0.060594085000000006,0.279,0.545,0.175,8,non-rumours
The moment when one of the Sydney hostages ran out of the cafe. #sydneysiege http://t.co/v8J5eYn06p,0.300,0.300,0.400,0.37222,0.9258,-0.7717,0.37129999999999996,0.1000445316,0.256,0.617,0.127,10,non-rumours
"Those News Channels &amp; Anchors who didn't cover Assam riots citing 'Tyranny of Distance', are doing minute-by-minute coverage of #sydneysiege",0.278,0.556,0.167,0.14759444444444444,0.5121,-0.6697,0.0,0.04670350385802467,0.083,0.870,0.047,18,non-rumours
I condemn the Sydney cafe siege of innocent civilians ... such terrorism and negativity has no place in 21st century civilization.,0.231,0.231,0.538,0.5058615384615385,0.694,-0.9217,0.5994,0.09907922852071005,0.128,0.632,0.240,13,non-rumours
Can't believe what's happening in Sydney... Just hoping that no one gets hurt.,0.185,0.259,0.556,0.4207814814814816,0.9393,-0.7845,0.4404,0.09279256373113852,0.126,0.585,0.289,27,non-rumours
The #SydneySiege has been going on for over 13 hours. It is now 11:05pm local time in Sydney.,0.538,0.154,0.308,0.5268999999999999,0.743,-0.7269,0.6562,0.06055825230769231,0.278,0.590,0.132,13,non-rumours
Thousands tweet declaring their solidarity with Muslims.. #IllRideWithYou #sydneysiege http://t.co/Lq0VjkWreY http://t.co/QJkzmNP26n,0.256,0.256,0.488,0.47256976744186047,0.8602,-0.946,0.5423,0.10086072443482959,0.088,0.731,0.180,43,non-rumours
'I'll ride with you' http://t.co/llZnuCAzg5 Australia unites during #SydneySiege http://t.co/WIU22VPgkz,0.282,0.308,0.410,0.3512987179487178,0.9153,-0.9311,0.3406,0.10009968166502303,0.129,0.743,0.128,78,non-rumours
#illridewithyou: How Australians are responding to the #sydneysiege http://t.co/QHPppa6G33 http://t.co/ktqvCVTsSY,0.357,0.429,0.214,0.2440142857142857,0.4767,-0.6553,0.28315,0.05211189408163265,0.162,0.758,0.079,14,non-rumours
11:11 - My wish is that this hostage situation in Sydney ends without anyone getting hurt !!,0.625,0.312,0.062,0.3735,0.8957,-0.5777,0.33755,0.11033666625000002,0.311,0.631,0.058,16,non-rumours
Tonight pray for the hostages and their families in #sydneysiege and pray too for the police on whose courage and wisdom so much depends.,0.364,0.182,0.455,0.4572090909090909,0.7845,-0.8745,0.4497,0.08275842628099174,0.141,0.721,0.138,11,non-rumours
Why a hostage situation is neither the time nor place for selfies #sydneysiege http://t.co/AYGnzNVxOX http://t.co/yhHldK5Wne,0.222,0.278,0.500,0.41433333333333333,0.8519,-0.8655,0.3986,0.10159614444444443,0.116,0.669,0.214,18,non-rumours
"White ppl, stop paralysis of analysis. All these flags say same thing: ISIS=Saudi=Taliban=Al-Nusra= #SydneySiege flag http://t.co/MIaBENonWu",0.263,0.316,0.421,0.31236842105263163,0.7339,-0.8087,0.3612,0.06945367058171743,0.106,0.786,0.108,19,non-rumours
Australia's reaction to the #sydneysiege is magnificent #illridewithyou http://t.co/4REoJBzPxD http://t.co/FLkzYFxTc3,0.667,0.167,0.167,0.47502777777777777,0.9022,-0.6249,0.5346,0.09926101311728396,0.192,0.754,0.054,18,non-rumours
It's a shame that Australians gave up all their guns on orders of the government. Now only ISIS lunatics are armed. #sydneysiege,0.200,0.333,0.467,0.4410266666666666,0.7931,-0.886,0.5267,0.11268602195555556,0.107,0.689,0.204,15,non-rumours
i cant sleep knowing just 15 minutes away innocent people have been hostages for almost 14 hours please pray for the hostages and for sydney,0.222,0.333,0.444,0.38091111111111103,0.8625,-0.7506,0.3098,0.1077545987654321,0.192,0.662,0.146,9,non-rumours
"As we lay down our head in the safety of our homes tonight,countless hostages face an uncertain night. Our thoughts are with U #sydneysiege",0.324,0.382,0.294,0.29317352941176467,0.7739,-0.7063,0.3308,0.06908043782871971,0.153,0.726,0.121,34,non-rumours
"#SydneySiege gunman appears to be using ""the wrong flag"" says @FrankRGardner http://t.co/a4HdKmum1o http://t.co/2Km3bj7ffT",0.462,0.308,0.231,0.29725000000000007,0.7717,-0.7579,0.3397,0.06914495173076923,0.143,0.785,0.073,26,non-rumours
Praying for the people kept hostage in Lindt cafe Sydney 🙏,0.312,0.250,0.438,0.45774375,0.8402,-0.8176,0.5778,0.10467485246093752,0.176,0.638,0.185,16,non-rumours
"Very little movement at the Lindt Cafe. One person, we believe to be the gunman, walking toward back office. He is carrying an iPad",0.382,0.441,0.176,0.25025294117647057,0.875,-0.7424,0.17770000000000002,0.07707106425605537,0.123,0.834,0.043,34,non-rumours
"“@anggerwitasari: Thanks for protecting my sisters #illridewithyou ” big love and prayers for australia #sydneysiege
http://t.co/hghTlRYkhW",0.385,0.308,0.308,0.4665538461538461,0.9286,-0.9557,0.5562,0.136281099408284,0.211,0.678,0.111,13,non-rumours
"Page one of Tuesday's Sydney Morning Herald, first edition. #sydneysiege http://t.co/qpw9Jtvvtb",0.378,0.378,0.244,0.27256222222222215,0.7644,-0.5848,0.3182,0.05857362990617282,0.182,0.727,0.091,45,non-rumours
"Narendra Modi tweets about Sydney Siege! Not a word about Manipur Blast! If only Manipur was not in India, he would have showed concern",0.375,0.292,0.333,0.3025375,0.7574,-0.7351,0.2525,0.07021287401041666,0.086,0.802,0.112,24,non-rumours
"Australians say ""i'll ride with you,"" showing solidarity with Muslims amid the Sydney siege http://t.co/7XDd3YbIO4 http://t.co/J0mJHR3DE5",0.469,0.125,0.406,0.4413625,0.9382,-0.7688,0.44620000000000004,0.06745044046874998,0.142,0.717,0.140,32,non-rumours
There's anger after people start taking selfies outside the #sydneysiege cafe. http://t.co/6BcdtB1GH1 http://t.co/7N5547eoAY,0.273,0.333,0.394,0.3361181818181818,0.8519,-0.7906,0.368,0.08314172633608816,0.155,0.695,0.150,33,non-rumours
you don't realise what a privilege it is to be sleeping comfortably in your own bed until such horrific things are happening #sydneysiege,0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,1,non-rumours
"It's nearing midnight in Sydney, where police are preparing to negotiate through the night http://t.co/6M27mSDm68 #SydneySiege",0.333,0.222,0.444,0.4418444444444445,0.8057,-0.9087,0.3612,0.10032935135802469,0.126,0.705,0.170,9,non-rumours
From this Muslim: The Australians tweeting #illridewithyou are my brothers and sisters. The gunman and his sympathizers are my enemies.,0.353,0.235,0.412,0.36870588235294116,0.7351,-0.6479,0.4939,0.06211027467128029,0.102,0.780,0.118,17,non-rumours
Sending love to Sydney. #illridewithyou #sydneysiege http://t.co/CFDtYzehDp,0.200,0.200,0.600,0.37686000000000003,0.4019,-0.6908,0.4019,0.06336214640000001,0.127,0.713,0.159,5,non-rumours
"Dear Media, You might want to know that Imphal has more Indians than Sydney and there has been a terror attack there too.",0.278,0.556,0.167,0.19396111111111114,0.7178,-0.4767,0.0138,0.0643066412654321,0.079,0.866,0.055,18,non-rumours
"Yes, people are taking selfies as dozens are held hostage at a Sydney cafe nearby http://t.co/bWLn2Yn8IE",0.160,0.320,0.520,0.345732,0.7603,-0.8316,0.4404,0.087922208576,0.095,0.582,0.323,25,non-rumours
I applaud how the Australian police have dealt with #sydneysiege so far. Patience. Communication. No bullets fired. US Police - take note.,0.480,0.200,0.320,0.39230000000000004,0.7269,-0.8573,0.4215,0.07218288159999998,0.173,0.686,0.142,25,non-rumours
"Our thoughts are with everyone in Sydney.
Please don't share any videos or demands from the people involved, the police have requested this.",1.000,0.000,0.000,0.508,0.508,0.508,0.508,0.0,0.267,0.733,0.000,1,non-rumours
The #sydneysiege just entered its 14th hour. Love &amp; prayers to the hostages and their families. Stay Strong.,0.750,0.200,0.050,0.5870000000000001,0.9713,-0.6808,0.6427499999999999,0.10556180500000001,0.326,0.648,0.026,20,non-rumours
Australia's reaction to the #sydneysiege is magnificent http://t.co/Lq0VjkWreY #illridewithyou http://t.co/p50KHIf47N,0.500,0.167,0.333,0.4561333333333333,0.6369,-0.855,0.4215,0.06752816888888889,0.353,0.556,0.091,6,non-rumours
Too bad you can't take selfies of your character. 😐 #sydneysiege #selfie http://t.co/dcrpAPkbf3,0.286,0.286,0.429,0.3697285714285714,0.636,-0.6249,0.4215,0.0623522906122449,0.134,0.722,0.144,7,non-rumours
Our thoughts are with the people of Sydney tonight. Let's hope we all wake up to a good news story tomorrow ❤️ http://t.co/mOVpLscH4w,0.286,0.429,0.286,0.31591428571428576,0.7003,-0.6242,0.25,0.09279635551020408,0.198,0.729,0.073,7,non-rumours
#IllRideWithYou shows support for Australian Muslims as #SydneySiege drags on http://t.co/Wa8LrAqJcu http://t.co/0YTlPrY8mh,0.267,0.133,0.600,0.43484666666666666,0.9225,-0.7804,0.4767,0.0837614824888889,0.131,0.726,0.143,15,non-rumours
Gunman in #sydneysiege switches off the lights http://t.co/5jtd36wFOU http://t.co/a4MjlUrME7,0.412,0.235,0.353,0.3839117647058824,0.78,-0.9087,0.4019,0.09435140692041523,0.168,0.669,0.163,17,non-rumours
Dont you dare blame zayn for whatever is happening is sydney. 'terrorist' is not just a word you can throw around like this. Grow up.,0.200,0.100,0.700,0.65069,0.9217,-0.8885,0.7483,0.07631802289999999,0.080,0.683,0.237,10,non-rumours
"#IllRideWithYou starts on social media in response to #SydneySiege, showing support to Muslims: http://t.co/sQOaGCBYkh @ghoshworld",0.333,0.133,0.533,0.38486,0.7959,-0.6408,0.4108,0.0471007424,0.171,0.605,0.224,15,non-rumours
"So a Rabbi, Imam &amp; Priest walk into a mosque. The punchline: a powerful &amp; beautiful stand of solidarity. #SydneySiege http://t.co/9wKKXWx7lm",0.500,0.250,0.250,0.3170375,0.6369,-0.4215,0.29969999999999997,0.07413029734375,0.192,0.759,0.049,8,non-rumours
I admire how the Australian police have dealt with #sydneysiege so far. Patience. Communication. No bullets fired. US Police - take note.,0.409,0.182,0.409,0.48241363636363643,0.7906,-0.8968,0.5574,0.06966113754132229,0.151,0.706,0.143,22,non-rumours
'Sick' people are actually taking selfies at the site of the #sydneysiege http://t.co/DebSinfhyH http://t.co/eREuEQaaLU,0.286,0.381,0.333,0.29354761904761906,0.6908,-0.807,0.1774,0.08631811011337868,0.117,0.686,0.197,21,non-rumours
"There's been movement at the cafe, the gunman moving a hostage past the window, two more hostages change positions. Not much sleep in there",0.600,0.100,0.300,0.37615,0.6597,-0.7579,0.3902,0.05830745450000001,0.275,0.589,0.136,10,non-rumours
